timestamp;position_id;client_id;rssi;snr;mcs;tx_retries
1773176446;6;1;-56;26;6;0
1773176452;6;1;-56;26;6;0
1773176453;6;1;-56;26;6;0
1773176454;6;1;-56;26;6;0
1773176456;6;1;-56;26;6;0
1773176457;6;1;-57;26;6;0
1773176458;6;1;-57;26;6;0
1773176460;6;1;-59;26;6;0
1773176461;6;1;-58;26;6;0
1773176463;6;1;-59;26;6;0
1773176464;6;1;-59;26;6;0
1773176465;6;1;-59;26;6;0
1773176467;6;1;-59;26;6;0
1773176468;6;1;-59;27;6;0
1773176469;6;1;-58;27;6;0
1773176471;6;1;-58;26;6;0
1773176472;6;1;-58;27;6;0
1773176474;6;1;-58;25;6;1
1773176475;6;1;-58;26;6;1
1773176476;6;1;-58;26;6;1
1773176478;6;1;-57;26;6;1
1773176479;6;1;-58;26;6;2
1773176481;6;1;-58;26;6;2
1773176482;6;1;-58;26;6;2
1773176483;6;1;-58;26;6;2
1773176485;6;1;-58;26;7;4
1773176486;6;1;-58;26;7;4
1773176487;6;1;-58;26;7;4
1773176489;6;1;-58;27;7;4
1773176490;6;1;-59;26;7;4
1773176492;6;1;-59;26;7;4
1773176493;6;1;-58;26;7;4
1773176494;6;1;-58;26;7;4
1773176496;6;1;-58;26;7;4
1773176497;6;1;-58;26;7;4
1773176498;6;1;-58;26;7;4
1773176500;6;1;-59;26;7;4
1773176501;6;1;-58;25;7;4
1773176503;6;1;-59;26;7;4
1773176504;6;1;-58;26;7;4
1773176505;6;1;-59;26;7;4
1773176507;6;1;-59;26;7;4
1773176508;6;1;-59;26;7;4
1773176509;6;1;-59;26;7;4
1773176511;6;1;-59;26;7;4
1773176512;6;1;-58;26;7;4
1773176514;6;1;-58;26;7;4
1773176515;6;1;-58;26;7;4
1773176516;6;1;-58;26;7;5
1773176518;6;1;-58;27;7;5
1773176519;6;1;-58;26;10;5
1773176521;6;1;-58;26;10;5
1773176522;6;1;-57;26;10;5
1773176523;6;1;-57;26;10;5
1773176525;6;1;-58;26;10;5
1773176526;6;1;-58;26;10;5
1773176527;6;1;-57;26;10;5
1773176529;6;1;-57;26;10;5
1773176530;6;1;-58;26;10;5
1773176532;6;1;-57;26;10;5
1773176533;6;1;-58;26;10;5
1773176534;6;1;-58;27;10;5
1773176536;6;1;-58;26;10;5
1773176537;6;1;-58;26;10;5
1773176539;6;1;-58;26;10;5
1773176540;6;1;-57;26;10;5
1773176541;6;1;-57;26;10;5
1773176543;6;1;-57;26;10;5
1773176544;6;1;-57;26;10;5
1773176545;6;1;-58;25;7;6
1773176547;6;1;-57;27;7;6
1773176548;6;1;-57;27;7;6
1773176550;6;1;-58;26;7;6
1773176551;6;1;-58;26;10;6
1773176552;6;1;-58;26;10;6
1773176554;6;1;-58;26;10;6
1773176555;6;1;-57;26;10;6
1773176557;6;1;-57;26;10;6
1773176558;6;1;-58;26;10;6
1773176559;6;1;-58;26;10;6
1773176561;6;1;-58;26;10;6
1773176562;6;1;-58;27;10;6
1773176563;6;1;-58;26;10;6
1773176565;6;1;-58;26;10;6
