timestamp;position_id;client_id;rssi;snr;mcs;tx_retries
1773180985;1;1;-54;27;6;0
1773180986;1;1;-54;27;6;3
1773180988;1;1;-54;26;6;3
1773180989;1;1;-54;27;6;3
1773180990;1;1;-53;27;10;3
1773180992;1;1;-53;27;10;3
1773180993;1;1;-53;27;10;3
1773180995;1;1;-54;26;10;3
1773180996;1;1;-53;27;10;3
1773180997;1;1;-54;27;10;3
1773180999;1;1;-54;27;10;3
1773181000;1;1;-54;27;10;3
1773181001;1;1;-54;27;10;3
1773181003;1;1;-54;27;10;3
1773181004;1;1;-54;27;10;3
1773181006;1;1;-54;27;10;3
1773181007;1;1;-54;27;10;3
1773181008;1;1;-54;27;10;3
1773181010;1;1;-54;26;10;3
1773181011;1;1;-53;27;10;3
1773181013;1;1;-53;27;10;3
1773181014;1;1;-54;27;10;3
1773181015;1;1;-54;26;10;3
1773181017;1;1;-54;27;6;9
1773181018;1;1;-54;27;6;9
1773181019;1;1;-54;27;6;9
1773181021;1;1;-54;27;10;9
1773181022;1;1;-54;27;10;9
1773181024;1;1;-54;27;10;9
1773181025;1;1;-54;27;10;9
1773181026;1;1;-54;27;10;9
1773181028;1;1;-54;26;10;9
1773181029;1;1;-54;26;10;9
1773181030;1;1;-54;27;10;9
1773181032;1;1;-54;26;10;9
1773181033;1;1;-54;26;10;9
1773181035;1;1;-54;26;10;9
1773181036;1;1;-54;26;10;9
1773181037;1;1;-54;26;10;9
1773181039;1;1;-54;26;10;9
1773181040;1;1;-54;26;10;9
1773181042;1;1;-54;27;10;9
1773181043;1;1;-54;27;10;9
1773181044;1;1;-54;26;10;9
1773181046;1;1;-54;26;10;9
1773181047;1;1;-54;27;7;11
1773181048;1;1;-54;27;7;11
1773181050;1;1;-54;26;7;11
1773181051;1;1;-54;27;10;11
1773181053;1;1;-54;27;10;11
1773181054;1;1;-54;27;10;11
1773181055;1;1;-54;26;10;11
1773181057;1;1;-54;27;10;11
1773181058;1;1;-54;26;10;11
1773181059;1;1;-54;27;10;11
1773181061;1;1;-55;27;10;11
1773181062;1;1;-54;27;10;11
1773181064;1;1;-55;27;10;11
1773181065;1;1;-54;26;10;11
1773181066;1;1;-54;27;10;11
1773181068;1;1;-54;27;10;11
1773181069;1;1;-54;27;10;11
1773181071;1;1;-54;27;10;11
1773181072;1;1;-54;27;10;11
1773181073;1;1;-54;26;10;11
1773181075;1;1;-54;27;10;11
1773181076;1;1;-54;27;7;11
1773181077;1;1;-54;27;7;14
1773181079;1;1;-54;27;7;14
1773181080;1;1;-55;27;7;14
1773181082;1;1;-54;27;10;14
1773181083;1;1;-54;27;10;14
1773181084;1;1;-54;27;10;14
1773181086;1;1;-54;27;10;14
1773181087;1;1;-54;27;10;14
